id_tweet,ds_tweet,fisiologico,psiquico,comportamental,label,validado_espec,dh_tweet
8442,Não me responsabilizo pelas atitudes de hoje kkkkkkk,0,0,0,0,1,2019-08-24 21:33:26.000000
9911,Elite é tão ❤❤❤❤,0,0,0,0,0,2019-09-15 21:33:44.000000
8368,Queria alguém pra passar a madrugada conversando sobre assuntos aleatórios aa,0,0,0,0,1,2019-07-22 00:48:57.000000
9912,Vai fazer enfermagem era fácil eles disseram,0,0,0,0,0,2019-09-04 01:31:24.000000
4551,"Mano não é possível, são quase 6h da manhã de domingo mano e eu tô acordado...o que que eu fiz pra merecer isso",1,1,0,1,1,2019-10-13 08:34:19.000000
4984,"Meus demônios insistem em me dizer que sou um fracassado todos os dia 
E todos os dias a maior luta é provar que eles tão errados",0,1,0,3,1,2019-10-14 12:57:44.000000
5509,Eu só queria não ter nascido nessa porra.,0,0,1,2,1,2019-10-15 05:02:15.000000
5510,só queria não ter nascido,0,0,1,2,1,2019-10-15 15:52:53.000000
3221,Essa depressao um dia vai me matar,0,0,1,2,1,2019-09-30 10:53:02.000000
3722,Quero ficar sozinho,0,0,1,2,1,2019-10-09 02:37:57.000000
8301,Chegar no posto e geral chamando a mãe de sogra KKKKKKkkkkkk,0,0,0,0,1,2019-07-24 16:11:20.000000
8351,Mal começou o rolê e já tem 3 bocas que eram pra mim beijar presentes KKKKKKKKKKKKKKKKKKKKKK,0,0,0,0,1,2019-08-24 19:14:42.000000
8356,"Quando você diz: ""É uma longa história."" É porque ainda te dói contá-la",0,0,0,0,1,2019-01-28 22:53:47.000000
8407,"Eu fico indignada com pessoas que criam esperanças sozinhas! Desde o início eu falei que ficaríamos sim, mas não criasse esperança porque eu não queria nada sério e que gostava de outra pessoa. Nem ficamos e a pessoa fica se lamentando porque eu dei esperança",0,0,0,0,1,2019-08-21 22:13:32.000000
8435,eu tô solteira pq varreram meu pé quando eu era criança,0,0,0,0,1,2018-12-13 21:51:38.000000
8436,Desnecessário aula de português hoje,0,0,0,0,1,2019-10-25 12:00:27.000000
8444,"NEGA NÃO PARCEIR 
1.-  2.- na regional 3.- 21/0 4.- agir no impuls 5.- tanto fa 6.- já  7.- tenh 8.- já 9.- já 10.-  11- Si 12- Si 13- Si 14- Si 
CURTE QUE MANDO NA DM",0,0,0,0,1,2019-10-21 23:11:15.000000
8445,"Sei lá, vai ver que a gente não era pra ser, e o mundo vive tentando me fazer te esquecer, o mundo da voltas, tanta volta que eu sempre volto com você..",0,0,0,3,1,2019-08-18 19:57:16.000000
8447,"Eu só queria ter ficado mais tempo com a minha deusa, aa :(",0,0,0,0,1,2019-07-15 18:16:02.000000
8276,"Minha renite tá atacada, fui lá e tomei 4 comprimidos de antialérgico, agora tô que não aguento mais de sono",0,0,0,3,1,2019-07-24 13:05:59.000000
9913,Eu tô me sentindo tão feia nesses dias será q eu sempre fui e só agora tô percebendo isso,0,0,0,0,0,2019-09-22 21:21:16.000000
9916,Com essa chuva vou volta a dormi,0,0,0,0,0,2019-09-20 10:44:27.000000
9917,Eu tô contando as horas pra ir p casa,0,0,0,0,0,2019-09-05 13:27:14.000000
9919,Eu e o ted quase fomos atropelados na rótula aq em ipuaçu ontem kkkkkkkkkkkkkkk,0,0,0,0,0,2019-10-11 11:31:32.000000
8360,Dessa água não bebereis            nadareis porque tá calor,0,0,0,0,1,2018-12-13 09:18:59.000000
8361,Eu não quero ir no estágio amanhã aaaa,0,0,0,3,1,2019-10-21 22:19:43.000000
5310,só quero ficar sozinha por alguns tempos.,0,1,1,3,1,2019-10-15 02:58:46.000000
5614,"To cansada de td, queria fica na praia o dia todo sem fazer nada, lendo meus livros, fumando, bebendo e comendo",0,1,1,3,1,2019-10-15 03:32:54.000000
5615,"problemas na escola, problemas dentro de mim e agora terei problemas em casa tbm e ja tô tao cansada de td isso",0,1,1,3,1,2019-10-15 04:03:09.000000
5616,to tão cansada de td😔  Deus me leve pf,0,1,1,3,1,2019-10-15 03:04:53.000000
5617,Estou mm cansada de td,0,1,1,3,1,2019-10-15 18:25:02.000000
5320,"Pra melhorar minha mãe falando merda, não sei mais QQ eu faço, vou pra rua sou tratada igual merda chego em casa pior ainda, só quero ficar sozinha 😭",0,1,1,3,1,2019-10-15 03:24:48.000000
5266,5:34 da manhã e eu já desisti de viver hj e vcs,0,0,1,2,1,2019-10-15 08:34:17.000000
5268,acho que secretamente desisti de viver a muito tempo só nao descobri ainda,0,0,1,2,1,2019-10-15 02:56:57.000000
5269,eu desisti de viver flw,0,0,1,2,1,2019-10-14 16:24:51.000000
3913,@taeindope to sem apetite anjo,1,0,0,1,1,2019-10-12 15:18:45.000000
5568,8 semaninhas praquilo q começa com f isso mesmo FERIAS,0,0,0,0,1,2019-10-15 18:26:03.000000
5571,@WezaMello Tiveste um mês de férias vai gozar,0,0,0,0,1,2019-10-15 18:26:06.000000
5574,Eu só quero férias irmão,0,0,0,0,1,2019-10-15 18:27:44.000000
5575,Só quero férias,0,0,0,0,1,2019-10-15 18:25:58.000000
9920,Eu adoro ficar imitando a risada da pamela até ela ficar braba 😂😂😂😂😂😂😂,0,0,0,0,0,2019-09-21 21:25:39.000000
9921,Só Deus sabe o quanto eu não queria ir na aula,0,0,0,0,0,2019-10-29 15:48:28.000000
8299,Eu só queria um gatinho pra tá comigo quando estou mal,0,0,0,0,1,2019-01-31 22:43:45.000000
8381,Meu Deus eu só queria saber o que fazer nessa situação,0,0,0,3,1,2019-10-09 14:16:35.000000
8396,1 ano já pqp,0,0,0,3,1,2019-08-05 18:09:18.000000
8398,Desnecessário essa 'acolhida' não quero mais,0,0,0,3,1,2019-10-28 07:00:02.000000
8399,Que tarde maravilhosa,0,0,0,0,1,2019-10-16 16:35:44.000000
9922,Hoje tem aula o dia todo a morte é preferível nesses casos,0,0,0,0,0,2019-11-09 09:12:06.000000
9923,Queria tanto ir pra casa da mãe e não voltar mais,0,0,0,0,0,2019-09-03 13:55:23.000000
9926,Eu achei que tinha psicológico pra assistir quatro vidas de um cachorro mas eu não tenho 😭😭😭😭😭😭😭,0,0,0,0,0,2019-09-19 02:32:23.000000
5154,"vou escutar as opening de naruto pra ver se me animo,",0,1,0,3,1,2019-10-15 11:48:43.000000
4561,sao 10 horas da manha e meu dia ja ta um CU eh serio o que que eu fiz pra merecer isso,0,1,0,3,1,2019-10-12 13:16:36.000000
3131,Exausto emocionalmente 😪😴,0,1,0,3,1,2019-09-26 02:51:46.000000
9927,Da pra faltar aula pra ficar assistindo o bom doutor,0,0,0,0,0,2019-11-06 10:44:01.000000
9930,Coração deu uma aceleradinha kkkkk,0,0,0,0,0,2019-11-09 02:55:50.000000
9931,"Eu tô correndo de homem nos últimos meses, o q tá acontecendo",0,0,0,0,0,2019-10-10 00:59:18.000000
9933,Acorda Regina https://t.co/7XxGunqcFf,0,0,0,0,0,2019-09-01 02:17:54.000000
9934,Pq eu tenho q sonhar com esse desgraça,0,1,0,0,0,2019-09-23 13:54:25.000000
9935,Sair nesse sol é pedir pra morrer,0,0,0,0,0,2019-11-09 19:10:57.000000
9938,Assistindo filme de doguinho e chorando,0,0,0,0,0,2019-09-19 02:07:32.000000
9939,Mãezinha me ligou por vídeo agora me deu uma saudade de casa,0,0,0,0,0,2019-11-10 11:55:53.000000
9941,Com coberta calor sem coberta frio,0,0,0,0,0,2019-10-31 04:54:42.000000
9942,Deus é + https://t.co/wLUnIFbTvw,0,0,0,0,0,2019-10-12 04:01:22.000000
9943,Partiu jogar pet,0,0,0,0,0,2019-10-07 00:02:28.000000
9944,Muito sono pra uma pessoa só,0,0,0,0,0,2019-11-08 08:33:37.000000
9945,Morta com farofa,0,0,0,0,0,2019-10-19 00:11:09.000000
5289,so nao me mato pq minha mae ia ficar triste 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,1,1,3,1,2019-10-15 01:33:31.000000
5302,"Sou surtadão mrm, do nada to rindo e brincando e quando vai ver dps to quieto e só quero ficar sozinho na minha, nem eu me entendo as vezes",0,1,1,3,1,2019-10-15 12:08:53.000000
5303,"Desculpa. É que às vezes eu só quero ficar sozinho, sabe? Só com meus problemas.",0,1,1,3,1,2019-10-15 01:34:09.000000
5318,Só quero ficar sozinha hj 😭😭,0,1,1,3,1,2019-10-15 01:54:49.000000
4066,Chateado pra caramba,0,1,0,3,1,2019-10-12 17:55:18.000000
4070,"Nao tenho mais disposição pra amanhecer no rolê, tô aqui morta e só fiquei sentada no rolê",0,1,0,3,1,2019-10-11 17:46:13.000000
3858,"Tô querendo piar nessa Me Solta hj, mas o desânimo tá falando alto",0,1,0,3,1,2019-10-12 18:52:51.000000
3863,"To num desanimo, o sono bateu firme aqui.",0,1,0,3,1,2019-10-12 18:48:54.000000
4887,"fé, tô triste",0,1,0,3,1,2019-10-14 03:42:12.000000
3499,as vezes eu fico bem quando penso em coisas/pessoas q eu gost quando eu saio e ta mas ai eu chego em casa e me sinto mais sozinha q nunc eu n consigo parar de pensar q eu sou um pes eu n tenho liberdade p porra nenhum namoral ja deu p mim,0,1,0,3,1,2019-10-02 20:21:46.000000
4104,não tente entender por qual motivo uma pessoa que tem depressão está assim é algo que não tem que ter motivo não tem que ter um acontecimento ela apenas está em uma tristeza profunda ofereça toda atenção que puder a ela fale coisas bobas pergunte do que ela gosta já ajuda muito,0,1,0,3,1,2019-10-12 18:08:37.000000
4107,@oreidistotudo Quem me dera que isso me acontecesse com menos regularidade. Mas há dias que sabe bem e há outros que é uma tristeza profunda,0,1,0,3,1,2019-10-12 16:45:36.000000
3295,"não sei se vcs se cansam de me ver me depreciando, mas se quiserem dar unff fiquem a vontade, pq a única coisa que eu consigo pensar ultimamente é pq eu ainda não desisti se eu não tenho mais motivação para nada",0,1,0,3,1,2019-09-30 00:40:11.000000
3299,"simplesmente não tenho vontade de fazer nada. não há uma singela opção de entretenimento que me chame atenção, e para completar, estou a morrer de dores. era mais fácil já ter morrido.",0,1,0,3,1,2019-09-30 10:25:28.000000
3857,onde que aperta pra esse desânimo passar? tem base não,0,1,0,3,1,2019-10-12 18:53:35.000000
5658,"@malusaraivaa q msc meus amigos,q msc",0,0,0,0,1,2019-10-21 23:21:54.000000
9946,Chateada pq tomei banho pra espantar a preguiça e deu mais sono ainda,0,0,0,0,0,2019-10-30 16:04:59.000000
9947,Portfólio pra entregar terça e eu acabei a primeira semana agora kkkkk rindo de desespero,0,0,0,0,0,2019-09-27 02:14:34.000000
9948,@whoistaoana Pq é tão difícil kkkkkkk😭😭😭,0,0,0,0,0,2019-09-10 23:12:01.000000
9949,A saudades que eu estou do teddy não tem explicação 😭,0,0,0,0,0,2019-11-09 22:50:42.000000
9950,"Assisti um filme q me deixou abismada, que horror",0,0,0,0,0,2019-10-21 00:24:31.000000
9951,Vou esquecer que tenho celular e fazer meu portfólio,0,0,0,0,0,2019-09-18 22:23:11.000000
9952,Eu não tenho paciência p gente chataaa,0,0,0,0,0,2019-10-16 22:12:08.000000
9953,Certas pessoas não deveriam nem existir,0,0,0,0,0,2019-08-28 02:41:21.000000
9954,Domingo com essa chuvinha 🥰🥰🥰 só faltava ter um denguinho 🤪🤪🤪,0,0,0,0,0,2019-11-10 15:46:26.000000
4562,o que que eu fiz pra merecer essas coisas,0,1,0,3,1,2019-10-11 19:21:55.000000
3830,"Sem ânimo pra conversar, normal inclusive",0,1,0,3,1,2019-10-12 04:34:28.000000
3831,"sem ânimo pra ler nem ver nada, vo ver vídeos randons no youtube, booktubers me salvem",0,1,0,3,1,2019-10-12 04:27:06.000000
3859,Que desanimo que estou,0,1,0,3,1,2019-10-12 18:54:12.000000
4576,"domingo é o dia q eu acordo sem vontade de comer nada, mds",1,0,0,1,1,2019-10-13 18:04:52.000000
5150,"@starwbts essa música é maravilhosa, assim como todas as músicas deles💜",0,0,0,0,1,2019-10-15 11:48:58.000000
5151,podia ter como silenciar as músicas no story,0,0,0,0,1,2019-10-15 11:49:45.000000
5319,eu só quero ficar sozinha e tirar um tempo pra mim,0,1,1,3,1,2019-10-15 01:40:37.000000
5311,"hj em dia eu só quero ficar sozinha, eu to bem assim",0,1,1,3,1,2019-10-15 04:59:46.000000
5312,"Minha mãe podia ir trabalhar hoje, pqp, só quero ficar sozinha em casa vey",0,1,1,3,1,2019-10-15 10:17:46.000000
5313,As vzs eu só quero ficar sozinha...e chorar,0,1,1,3,1,2019-10-15 02:20:02.000000
5314,vai se foder so quero ficar sozinha dnv ptm,0,1,1,3,1,2019-10-15 11:58:04.000000
4235,So queria ter paz pelo menos uma semana pra eu não me sentir mal Minha auto estima lá em baix Meu corpo dolorido e meu coração doend Eu com o psicológico fudido e querendo só morre É... Nao sei como tô viva ainda,0,1,1,3,1,2019-10-12 15:50:56.000000
5618,to MT cansada de td pprt,0,1,1,3,1,2019-10-15 16:28:32.000000
3969,"Que calor desgraçado, não quero mais sair",0,1,1,3,1,2019-10-12 13:08:55.000000
4261,"Triste de mais irmão, parece q isso nunca vai mudar. https://t.co/GZYEAaExpu",0,1,0,3,1,2019-10-12 17:16:04.000000
5152,"eu amo d+ minhas músicas antigas, parabéns aos meus pais pelo gosto e repassar isso p mim",0,0,0,0,1,2019-10-15 11:49:46.000000
5153,"eu: reclamando como atual indústria musical é focada no lucro, vendendo músicas sem sal e o quanto artistas de real talento são jogados para escanteio, sem uma divulgação decente 
also eu: com ciúmes das minhas musiquinhas",0,0,0,0,1,2019-10-15 11:49:19.000000
8457,eu queria um emprego em que trabalhasse somente 3 horas por dia e ganhasse +3mil reais por favor,0,0,0,1,0,2019-08-13 01:28:07.000000
8458,eu amo uma mulher https://t.co/Ji7XA4qVGb,0,0,0,3,0,2019-08-12 17:58:17.000000
8459,tô triste,0,1,0,3,0,2019-11-05 03:19:21.000000
8461,"minha friend daqui a pouco vai embora, tô triste",0,1,0,3,0,2019-10-20 18:57:04.000000
8462,@poliana1605 meodeos eu te amo demais e c tá me fazendo um bem enorme,0,0,0,3,0,2019-10-24 03:36:15.000000
8463,meu café da manhã tá sendo sorvete,0,0,0,0,0,2019-10-23 13:26:43.000000
8464,@TosettoLuan só minha cara ali,0,0,0,0,0,2019-10-21 21:27:01.000000
8465,trás um pão que eu to triste,0,1,0,3,0,2019-08-12 16:38:25.000000
8466,eu quero um doguinho cansei dos meu gatos ignorantes,0,0,0,0,0,2019-08-10 18:05:18.000000
8468,odeio quando tô com o fone no último e troca de música pra um gemidao que veio do infernooooooo,0,0,0,0,0,2019-11-01 04:19:06.000000
8469,odeio sentir ciúmes do que não é meu,0,0,0,0,0,2019-11-01 04:42:53.000000
8470,eu tô me sentindo tão insuficiente e como um peso na vida das pessoas,0,0,0,3,0,2019-10-28 03:51:08.000000
8471,alguem me tira daqui,0,0,0,0,0,2019-08-12 16:35:07.000000
8472,triste pq tomou banhu https://t.co/4koTEqa5Oi,0,1,0,3,0,2019-10-25 19:52:22.000000
8473,eu ai https://t.co/WzhxubRCfT,0,0,0,0,0,2019-08-11 01:55:27.000000
8474,to me sentindo gatheizi hoje,0,0,0,3,0,2019-08-10 22:57:56.000000
8475,@evandro_brum teocu,0,0,0,0,0,2019-11-03 22:35:46.000000
8476,"alguém de bom coração, me manda musiquinhas (46999342990 u zapzap da amada aqui)",0,0,0,0,0,2019-10-23 03:07:40.000000
8477,acabei de derrubar um copo cheio de ÁGUA com GELO no meu TAPETE,0,0,0,0,0,2019-08-13 02:24:21.000000
8478,"madrugar assistindo master chef, é isso",0,0,0,0,0,2019-08-12 02:50:56.000000
8479,"@xuxay1 gente, ela é uma rainha",0,0,0,0,0,2019-08-13 03:38:27.000000
8480,mentira vou assistir friends e prontu https://t.co/bPsGzEcHE1,0,0,0,0,0,2019-08-12 03:02:01.000000
8481,só queria gostar das pessoas como elas gostam de mim,0,0,0,0,0,2019-08-10 03:32:02.000000
8482,cortei o cabelo fodase,0,0,0,0,0,2019-11-05 22:11:29.000000
8483,"tá faltanu alguma coisa na miavida  
hmmmmmmmmm um ' pirci ' na teta",0,0,0,0,0,2019-11-01 04:40:22.000000
8484,@Marlon_RibeiroC tô esperando c pagar o lanche antes de ir embora,0,0,0,0,0,2019-10-22 00:11:18.000000
8485,00:36 eu pisquei são 01:36,0,0,0,0,0,2019-11-01 04:36:36.000000
8452,que sdd dele,0,0,0,0,0,2019-10-22 01:31:04.000000
8467,queria um açaí,0,0,0,0,0,2019-08-09 05:13:12.000000
4045,"Esse é meu último tweet sendo louca, tá migues? Amanhã já vou tá normal, livre da depressão, ansiedade, insônia, humor instável e todas as merdas que me acompanham :)",1,1,0,1,1,2019-10-07 18:19:00.000000
4020,@brunolasco Eu toda sexta-feira. Vontade de sair mas falta de disposição.,0,1,0,3,1,2019-10-12 08:50:44.000000
5607,Cansado de td 😴,0,0,1,2,1,2019-10-15 15:37:40.000000
5558,eu hj atravessando a rua em frente à unit me peguei pedindo ao universo para um carro me atropelar e acabar com o meu sofrimento... é cada coisa viu K K K porém queria,0,0,1,2,1,2019-10-15 01:28:55.000000
5560,"fds estou todo na merda , venham cá abater me e acabar com o meu sofrimento",0,0,1,2,1,2019-10-15 14:38:34.000000
8488,@TosettoLuan e eu me mijando no caminho inteiro,0,0,0,0,0,2019-10-20 05:49:17.000000
5099,peço perdão as pessoas q eu estou deixando no vácuo hj e as q vou deixar daqui p frente estou me isolando a partir de agr sem previsão p retorno,0,1,1,3,1,2019-10-14 03:46:20.000000
3177,Ultimamente estou sem vontade nenhuma de sair de casa 😒,0,1,1,3,1,2019-09-25 21:58:35.000000
3958,"Só quero ficar em casa mano, o meu corpo já tá falecido",0,1,1,3,1,2019-10-12 16:02:23.000000
3099,"Hoje foi um dia foi bom e terminou com uma crise q quase fez eu tentar me matar, eu literalmente tô surtando com tanta coisa da escola e da minha vida q eu não sei mais oq fazer eu vou explodir eu não consigo mais eu não consigo mais viver desse jeito",0,1,1,3,1,2019-09-25 23:55:57.000000
3999,sou um fracassado 🤩🤩,0,1,0,3,1,2019-10-12 11:30:40.000000
5187,Não dormi nd e n consigo dormir mais😤😤,1,0,0,1,1,2019-10-15 11:51:49.000000
5190,"n consigo dormir des das 3h, q saco",1,0,0,1,1,2019-10-15 11:32:56.000000
5191,"minha cabeça tá a milhão e eu n consigo + dormir, q sacooooo",1,0,0,1,1,2019-10-15 11:41:16.000000
5193,"ta, eu n consigo dormir dnv",1,0,0,1,1,2019-10-15 11:46:27.000000
5194,"miúdo sono e n consigo dormir, boa",1,0,0,1,1,2019-10-15 11:32:06.000000
8489,ouvinu aquela sofrencia,0,0,0,0,0,2019-11-05 03:19:41.000000
8490,@TosettoLuan tu que me deve seu puta,0,0,0,0,0,2019-10-22 00:19:46.000000
8491,Marília me ensina a superar https://t.co/K7C0HBH5H8,0,0,0,0,0,2019-10-25 02:06:02.000000
8492,"""se ele não te quer supera 
supera porra nenhuma, vou insistir até ele casar cmg",0,0,0,3,0,2019-10-23 03:05:37.000000
8493,@rodrigoand1_ @poliana1605 a gente aquele dia,0,0,0,0,0,2019-10-29 04:45:27.000000
8494,eu queria uma coxinha do floriano,0,0,0,0,0,2019-10-23 13:27:00.000000
8495,oi amor @xuxay1,0,0,0,0,0,2019-11-01 03:55:06.000000
8496,gente quando eu e a @xuxay1  tamojuntu é o augeh,0,0,0,0,0,2019-10-20 18:55:15.000000
8497,não vale só pra setembro em galerinha https://t.co/3fH2b8S3Br,0,0,0,0,0,2019-08-13 20:56:39.000000
8498,@aylanaapauli HAHAHSHAHHSHSHHSHSHHS o augeeeeh,0,0,0,0,0,2019-10-21 01:35:56.000000
8499,to tomando um tereré com sdd da minha amiga @xuxay1,0,0,0,0,0,2019-08-10 02:23:12.000000
8500,eu e a @poliana1605 boladas na baia,0,0,0,0,0,2019-10-27 03:51:26.000000
8501,@katlinferrari é triste hahshshshs,0,1,0,3,0,2019-10-28 16:45:44.000000
8502,namora cmg eu faço brigadeiro e miojo pra gente de madrugada,0,0,0,3,0,2019-08-12 03:55:17.000000
8503,ganhei uma mimi e não faço a mínima do nome que vou dar,0,0,0,3,0,2019-11-05 02:21:55.000000
8504,quero um terere,0,0,0,0,0,2019-10-29 23:30:05.000000
8505,novembrou// tem enem https://t.co/Zu8CCuRt0x,0,0,0,0,0,2019-11-01 03:56:28.000000
8506,domingo eu sempre to morrendo,0,0,0,0,0,2019-08-11 18:26:44.000000
8508,e eu quero maizum pirci no nariz https://t.co/TCTXTdlHGS,0,0,0,0,0,2019-08-11 18:15:41.000000
8509,é isso https://t.co/qGjJM0wO1H,0,0,0,0,0,2019-08-11 02:01:30.000000
8510,sdds do ctgzão @MarianaElosaDa1,0,0,0,0,0,2019-11-01 04:15:32.000000
8511,muerta depois de dançar e faxinar,0,0,0,0,0,2019-10-25 19:16:56.000000
8512,a @poliana1605 me trocou pelo vartao que mora duas esquina da casa dela e eu moro do outro lado da cidade,0,0,0,0,0,2019-11-05 02:23:40.000000
8513,eu não namoro por que tu gosta https://t.co/NZoQqFFicc,0,0,0,0,0,2019-08-10 18:09:09.000000
8514,queria um açai,0,0,0,0,0,2019-10-22 00:05:33.000000
8507,gente e eu que sonhei o mesmo sonho de anos atrás que me atormentava quando eu era criança,0,0,0,0,0,2019-10-23 00:40:42.000000
8515,não entendo o que esse boy quer,0,0,0,0,0,2019-10-20 05:48:36.000000
8516,"tô de tpm, só queria uma brigadeiro",0,0,0,0,0,2019-10-21 21:05:56.000000
8517,comeno aquele brigadeiro,0,0,0,0,0,2019-11-05 01:15:13.000000
8518,"@katlinferrari bonita é pouco, tu é perfeita",0,0,0,0,0,2019-10-21 02:42:41.000000
8519,"eu queria ir em tanto rolê top, porem minha idade e minha mãe são tóxicos, afffffffffff",0,0,0,0,0,2019-08-13 01:24:42.000000
