,id,text,number_of_retweets,number_of_favorites,date,user_id,user_screen_name
15,1512902317946949632,"I will still get commission work done (I have to pay bills after all), I will still stream, but I might take things a little easier.... I want to rest up as much as possible before my birthday subathon as well. It could just be burnout or depression.",0,1,2022-04-09 21:16:35+00:00,1467552364857073677,pankofox
16,1512902311374475264,"@cardbrobot @Thundersaurus1 ""Harsher"" messaging will only serve to further terrify the ignorant into short-term, broadly impractical action, as we see with so many young activists.

So no, I do not support the graceless environmental messaging that is often used. It causes anxiety, depression, and nihilism.",0,0,2022-04-09 21:16:34+00:00,1340303028272975872,PalaeoloxodonA
17,1512902280474935299,Listening to Louisa Wall’s Q&amp;A interview confirm where the bully culture in govt depart workplaces start from-NZ Parliament. And that attitude is a precursor for depression that lead to suicidal. Are they law makers or murderers?,0,0,2022-04-09 21:16:26+00:00,1487582345834090497,SauniSeleni
18,1512902253803307008,"@AWorldOutOfMind @ArizonaCrusader Same, I just stopped five weeks ago. No addiction. I enjoyed it. Wife thought it amplified my anxiety and depression, but those are about the same levels now as before.  But I’m glad to be done with alcohol and cigarettes.",0,0,2022-04-09 21:16:20+00:00,2790827095,itsgorain
19,1512902240712986631,"This is circulating around the world and all the overseas are monitoring and analyzing this great situation of depression. 
All those  who are involved in this conspiracy will have no place to hide their faces and will be confronted by the Pakistanis around the world.",1,1,2022-04-09 21:16:17+00:00,2777050400,Zara346Zara
20,1512902213240336398,"Omo! Depression is real o, the kind of conversation have had today sha, God please have mercy 🙏",1,2,2022-04-09 21:16:10+00:00,743376354104778753,alakeoflagos
21,1512902183620128771,"I am armed with a local tattoo shop gift card, depression and the overwhelming need to feel something again",0,0,2022-04-09 21:16:03+00:00,339789855,whoaa_its_bree
22,1512902177530032134,In the middle of your depression someone think you're ignoring .,0,0,2022-04-09 21:16:02+00:00,1166295474002956288,alzahrabd_
23,1512902174388498434,@sbeezer It could be depression. It could also be hormonal.  Perimenopausal symptoms are also something to look into. Whatever it happens to be. I hope you start to feel better soon. Hang in there. 💖😍,0,0,2022-04-09 21:16:01+00:00,1334645534519332865,SoYazzy1111
24,1512902163835543554,louis doing this pose cured my depression bye https://t.co/xy74PhdR5a,0,0,2022-04-09 21:15:58+00:00,909406885,alwaysghits_
25,1512902112287502337,Depression is a real thing and if your the cause of someone’s depression your a horrible person that shit can really mess someone up 💯,0,0,2022-04-09 21:15:46+00:00,1457130672431112198,BeautifulCrrazy
26,1512902074878480385,@Iamdepr47974144 Did something happen to make you start feeling this way? #mentalhealth #depression,0,0,2022-04-09 21:15:37+00:00,1160029078583463936,Imheret45140132
27,1512902072848502802,"Anything 6 yrs ago I was going to heavy depression lol
Wasn't me",0,0,2022-04-09 21:15:37+00:00,1199695449638232064,Tatum97Mac
28,1512902053378596868,"@LIVEpositivity Positive affirmations, meditation and prayer. Definitely helped me deal with my depression and anxiety.",0,0,2022-04-09 21:15:32+00:00,1419811739647070210,SpaceCowboy8894
29,1512902029777125376,"@sbeezer Get to your doctor right away. It might be clinical depression but there could also be a medical cause. Are you getting enough exercise, sunshine, eating right? Are you sleeping at night? Please, don't wait.",0,0,2022-04-09 21:15:26+00:00,2816513892,Racinggrrl
30,1512902019060846592,"Through all these months of painting and planning an etsy (thanks off and on depression for making it take so long) I just today came up with the idea to paint abstract true abstract peices 

Atleast I finally got the idea cause everyone loves abstract art 😂",0,0,2022-04-09 21:15:24+00:00,1267979698858057728,averagejai96
31,1512902012656041984,"Hello, I am a homeless autistic trans woman. I need help to keep shelter,food, transportation and my medications. I have asthma, ADHD , bipolar disorder and anxiety/depression.
Ca$h app:$TheRealPrincessZela
Venmo: @ Zela-Johnson
#autism
#TransWomenAreWomen 
#MutualAid 
#help https://t.co/Pc6djXKGfs",0,0,2022-04-09 21:15:22+00:00,1512882761505333251,ZelaRoseJohnson
32,1512902008407314436,@_edwardmondini_ @lefty_old @sydneyvduncan there is plenty of empiral data and studies that show that transitioning does alleviate depression and prevent suicide. Do not hide your bigotry behind science if you aren't even going to read what is available,0,1,2022-04-09 21:15:21+00:00,1144043267413151749,NickNackNyx
33,1512901957505089540,@sbeezer Jump through the hoops and if meds don't work look into TMS.  My wife did a series of TMS and the results have been amazing.  She the sweetest person I know and has struggled with depression her whole life.  TMS has seemed to make a huge difference in hers (and my life).,0,0,2022-04-09 21:15:09+00:00,73688862,kevintrue71
34,1512901924881932292,"The Worst Economic Depression Ever May Be Coming by Peter D Lee, CFA https://t.co/kuHqKbmtrG",0,1,2022-04-09 21:15:01+00:00,2209447604,roberto15157184
35,1512901903104950272,"@sbeezer I lost my best friend to cancer a year ago and have been struggling with depression, to be able to feel joy. I just started meditating regularly again and am already starting to feel better. I’m a firm believer in it to fight depression. Wish I had started again months ago",0,0,2022-04-09 21:14:56+00:00,785355361448398848,lisapinpdx
36,1512901874273247232,"@sbeezer Have you started any new medication? Singulair for one, often prescribed at this time of the year for seasonal allergy, has a black box warning, side effects depression, suicidal ideation, anxiety etc. I took for one week and felt just as you describe. Trashed the rest.",0,0,2022-04-09 21:14:49+00:00,1038530221,Stellaartois16
37,1512901868657078274,"@AWorldOutOfMind @ArizonaCrusader 100000% agree. Helps me in so many ways. Sleep, anxiety, depression, balance, etc.",0,0,2022-04-09 21:14:48+00:00,2790827095,itsgorain
38,1512901840492507143,collecting the tgcf books that i’ll never read bc god idk if i can survive xie lians depression arc a third time,0,0,2022-04-09 21:14:41+00:00,1000002812087099394,vctmsoflove
39,1512901776009318415,"Shit how do I stop having a depressive episode or whatever cuz idk if I even got depression, anyways I just wanna go back to NOT being self aware I hate this",0,0,2022-04-09 21:14:26+00:00,1243628042540507137,LuisArt142
40,1512901761039745030,"In up to half of menstruating people w/ depression, symptoms worsen premenstrually, due to hormone changes. Mainstream psychiatry doesn't recognize this. It is critical to study effect of the menstrual/estrous cycle on the brain to understand increased female risk for depression! https://t.co/KmEqsSjF6q",0,0,2022-04-09 21:14:22+00:00,1124115190537183233,KundakovicLab
41,1512901741351690248,"— april 9 

the day was cloudy today, but i managed to get over depression and studied korean 🌥 https://t.co/fRORYGY2pn",0,0,2022-04-09 21:14:18+00:00,1382735743697620993,joe_studies
42,1512901712578809857,@AlemzadehC @CanteringClark This is how I think it ends minus “depression”. Just a massive recession and deflation which cuts markets by more than half. SPX from 5300 to 2400 as an example,0,0,2022-04-09 21:14:11+00:00,588006474,southbaytrading
43,1512901705377013764,"@sbeezer Are you peri menopausal as well? Go to your doctor and explain the symptoms you’re having. Menopause, like puberty, wreaks havoc with the hormonal balance and that can contribute to your depression. It may be that you need an antidepressant, which your doctor can also prescribe.",0,0,2022-04-09 21:14:09+00:00,997733420578099200,SlayLikeAGirl
44,1512901693918396425,"In spite of my depression/anxiety kicking my ass for the better part of the last month, today I managed to run an errand, clean the kitchen, vacuum, locate and place things in my storage locker and feed myself a bit when all I wanted to do was be a blanket burrito. https://t.co/pubEfm7WxO",0,0,2022-04-09 21:14:06+00:00,2291633977,manderbean12
45,1512901687681458192,actually tho I’ve been binging like twice a week and drinking water whenever I get sad (which is a lot cause I have depression) and my skin is clear wtf,0,0,2022-04-09 21:14:05+00:00,1346967806336757760,greeneyedgala
46,1512901682061058064,Toto from Wizard of Oz made $125/week for the 22 weeks of filming. This was during the height of the depression. So $125 is a fortune,0,0,2022-04-09 21:14:04+00:00,1299145664845275137,EmperorJagade
47,1512901671688581128,i prefer my self destructive extra mood swings n being all extra excited &amp; extroverted over my severe depression untill i’m in the other state it’s just a constant “i would rather be in this state” n feeling shitty n just self torture,0,0,2022-04-09 21:14:01+00:00,1191000720176287746,moonakcals
48,1512901647479017479,ive been to treatment. ive been to therapy. ive taken almost every med for depression. ive lost and gained weight. ive lived by an extreme schedule and ive lived without any schedule. ive done everything and there is no escape and there is no cure and it does not get better. lol,0,0,2022-04-09 21:13:55+00:00,1305991063530803201,omadloser
49,1512901633935650824,@ragnvindrfiles This mans needs u in his life bc ur so caring of others please please for the love of barbatodoes help this mans he is so depression and it’s saddening,0,1,2022-04-09 21:13:52+00:00,1183233860806610945,PurpPlantTM
50,1512901614008426506,You know the post show depression real when another night on mars makes you cry 😭,0,1,2022-04-09 21:13:47+00:00,537708944,acidashley7
51,1512901608023244807,"@LadyForgetMeNot @iBaseball_1 @riptrap711 Everyone is damage but you don’t have to be in that mindset 🤷🏾‍♂️. Sheesh I see why anxiety &amp; depression is at its highest. Thinking like that will do. The world we live is terrible yes, but sometimes you have accepted it and move on.",0,0,2022-04-09 21:13:46+00:00,1356086953624670209,VladT3p3s
52,1512901588754436096,anxiety &amp; depression are such a fucking bitch bro,0,0,2022-04-09 21:13:41+00:00,799409268126466048,_barefootginger
53,1512901541233102861,@mintyyukime its the one number that always grows and elevuates depression tho. its a mental health stat ;w;,0,0,2022-04-09 21:13:30+00:00,1373169384965935109,amychanttv
54,1512901515664625666,"We're Here To Help! We are online therapy platform, which essentially connects certified psychologists and people suffering from mental health issues such as depression, stress and anxiety, among dozens of other clinically defined disorders. Book your appointment now: ... https://t.co/HMXKahe0aT",0,0,2022-04-09 21:13:24+00:00,2333502132,Core_IdealMe
55,1512901490234511365,I'm falling back into depression.. Falling very fast,0,0,2022-04-09 21:13:18+00:00,1511783264310239232,O_laide_
56,1512901467572785156,Not me making a golden x as it was mashup out of depression and @alwaysghits_ crying about it,0,1,2022-04-09 21:13:12+00:00,1330063205490700293,bIuetomIinson
57,1512901443707097089,"@cricketwings803 @ruinousHero @friend_divine @Mnemosyne1337 You and your ilk are quite literally advocating for genocide.

https://t.co/OoOwE3H5Xy",0,1,2022-04-09 21:13:07+00:00,1328542867502063620,frodis_
58,1512901428045819904,I  want to die. so I'll just end it . #depression @Imheret45140132,0,0,2022-04-09 21:13:03+00:00,1160016173305610240,Iamdepr47974144
59,1512901404532391942,Depression be having me doing some weird shit,0,0,2022-04-09 21:12:57+00:00,3297689432,teeahhrahh
60,1512901356658462722,@sbeezer Go to your GP or Family Doctor and ask for a Prozac prescription. Depression is a serious disorder that can readily claim your life. You must keep your mind thinking in a forward movement. Prozac is like putting snow tires on your car--you're not about to get stuck in a rut. Go!,0,0,2022-04-09 21:12:46+00:00,248706705,robertgleeman
61,1512901339772329989,@Fact anxiety and depression are simply states of mind,0,0,2022-04-09 21:12:42+00:00,1351455082798338048,DividendIncome_
62,1512901308868665351,"We're Here To Help! We are online therapy platform, which essentially connects certified psychologists and people suffering from mental health issues such as depression, stress and anxiety, among dozens of other clinically defined disorders. Book your appointment now: ... https://t.co/gcq1XKVCmo",0,0,2022-04-09 21:12:35+00:00,1358446706820603907,CoreCentreOn
63,1512901269010235394,@Airfun101 @jamesdifiore No he more for right wing pre Great Depression policies.,0,0,2022-04-09 21:12:25+00:00,1060528916,Kairos66
64,1512901247342366725,2meirl4meirl https://t.co/5K9YwB7ygo https://t.co/ObWh42lDsp,0,0,2022-04-09 21:12:20+00:00,1450037650178678786,_depression_bot
65,1512901245043830788,"@sbeezer You’re not alone. Take care of you. Talk to a doctor, walk, eat well, drink water. fuel your body as if you’re running a marathon. Simple things, but easy to forget when depression strikes. Hope you begin to feel well soon.🌻",0,0,2022-04-09 21:12:19+00:00,831720173014904832,llillew
66,1512901230640705547,Depression can hit you anytime and anywhere :/,0,0,2022-04-09 21:12:16+00:00,1335928442156625923,PINKANGLE04
67,1512901218326220801,@beldaruits I just know Anya will get me through any depression 😭,0,0,2022-04-09 21:12:13+00:00,1307513408581967872,TheVanessalves
68,1512901191113531396,@LothWolffe im adopting this (bad bouts of depression = im just hibernating) lol 💜,0,0,2022-04-09 21:12:06+00:00,3304596009,cyber10mark
69,1512901159971094530,@convomf gave me depression,0,0,2022-04-09 21:11:59+00:00,1430440846420176898,gpernahbigwin
70,1512901132795883521,I get so high i could neva be in a depression,0,0,2022-04-09 21:11:53+00:00,2240302309,BankrollTavo
71,1512901072997609473,"@RobertDumaine 1/2 Having both a spouse and a child with clinical depression, families need to start talking openly about it. We've never hidden our issues and raised our child to be kind &amp; empathic above all. It's not an easy life by any means - for the sufferers or those who love them.",0,0,2022-04-09 21:11:38+00:00,1403318802,KerriJ79
72,1512901055566295041,depression feels like i just make up my own problems all the time,0,0,2022-04-09 21:11:34+00:00,1022762826874667013,mini_ongi
73,1512901005943644162,"Carl Jung lived #mentalillness - experienced #psychosis and #depression  - then went on a ""Hero's Journey"".

That's a fit for purpose approach #Psychiatry 

 #mentalhealth #mentalhealthawareness #mentalhealthmatters #mentalhealthadvocate #mentalwellness #mentalhealthsupport https://t.co/bYTT2qgGz6",1,1,2022-04-09 21:11:22+00:00,23418157,D_M_Clark_
74,1512900979187982340,"Okay depression phase over. We’re gonna smash these traitors in the next election. Jo bhi karlain, ALLAH dekh raha hai aur ALLAH sub sy bara hai. 2/3 majority انشاءاللہ ✌
#ImranKhan
#BehindYouSkipperAlways
#امپورٹڈ_حکومت_نامنظور 
#امپورٹڈ_گورمنٹ_نامنظور",0,0,2022-04-09 21:11:16+00:00,836543462782746624,zunaira_najeeb
75,1512900891245879296,@sbeezer Do you know what trigered the depression there are many ways to treat it but knowing the cause helps too you could go for counseling there are also medications and holistic treatments I wound start with your doctor ok don't shut yourself in go see your doctor,0,0,2022-04-09 21:10:55+00:00,1504215089150267395,Treehugger1968d
76,1512900843254816770,"I am type of person that the smallest things makes me sad, you wouldn't understand, depression makes me Sleep! 😌",0,2,2022-04-09 21:10:44+00:00,434806930,th_saleem
77,1512900769640435713,"@drlucymcbride 👏🏼HERE'S WHY: B/c Big Pharma has sold us the idea that depression is biomedical, rather than biopsychosocial. It's a BIG LIE.
Health is ALWAYS *biopsychosocial.*💥
We haven't ALL been ""mentally ill"" the past 2 years - context matters🙏🏼 
Dug into this mess with @ZDoggMD recently👇🏼 https://t.co/wzd3bqZoPa",0,1,2022-04-09 21:10:26+00:00,1167153177818361856,DrZoffness
78,1512900750413860872,"“Inflation” is the price for having a thriving economy. During Trump’s depression, people were doing nothing so gas prices were low. Thanks to POTUS Biden and the Democrats, people are working, driving, and purchasing goods. Prices go up.… The price of success. Thank God. Pray",0,0,2022-04-09 21:10:21+00:00,68311543,BesaneGosolar
79,1512900709427171331,"@leadlagreport The only deflation will be in extremely inflated asset prices. A demand shock will follow, as will a depression. Consumer prices will remain elevated or continue to rise with permanently damaged supply networks and global trading relationships.",0,0,2022-04-09 21:10:12+00:00,818903897095962625,sfilliotis
80,1512900651625422849,"It's not a nap. 

It's my depression turning itself off for a while.",0,0,2022-04-09 21:09:58+00:00,1027319636415655936,gingernamedwill
81,1512900650388049924,With all this depression I’m suppose to study??? How tf,0,8,2022-04-09 21:09:58+00:00,1470724238466236422,Asmakhan245
82,1512900649729462276,sir I have depression and now there’s an incentive… we in this room for months no questions asked.. https://t.co/UxouZyOu64,0,0,2022-04-09 21:09:57+00:00,1234348772081070080,kylliewood
83,1512900644092399618,"@BioAndy1 @puddleduuck @fairplaywomen I don't but there's a lot more people who aren't trans in this world.

4 of my what is a small community is worrying. I too have been in hospital (a few times) &amp; sectioned for attempts.

Self harm, depression, suicidal ideation and attempts is a serious issue in trans community.",0,0,2022-04-09 21:09:56+00:00,909200196323684354,RachelT1722
84,1512900631127736320,"I may be making jokes on the situation but im genuinely sad and concerned as well, just tryna lighten the mood a lil and make someone smile maybe amid all this depression and bs",0,7,2022-04-09 21:09:53+00:00,1437171066984714247,lanewalaa
85,1512900596495372293,"🧵4/5 If this person survives, I hope Twitter permabans them for life to show that the platform condemns them and their stunt, and that they will never reap rewards from Twitter for surviving.

https://t.co/DOwdEhPDrK",0,0,2022-04-09 21:09:45+00:00,1512131045633642503,OmniFactCheck
86,1512900591781138442,"bruh i used to walk around the local cemetery in my peak depression, what was wrong with me",0,0,2022-04-09 21:09:44+00:00,1424107285865975816,arunextdoor
87,1512900577298194438,But it do https://t.co/SExPMlFXbP https://t.co/SUP04kv7rS,0,0,2022-04-09 21:09:40+00:00,1450037650178678786,_depression_bot
88,1512900511346790400,"@sbeezer Please consider supplementing with lithium orotate. Before you consider any of the more dangerous prescription drugs for depression, and anxiety. All the people to whom I have recommended this, swear by it. This is the one I’ve been taking for years.

https://t.co/GHUttdElOi https://t.co/E0dxd4ELnP",0,0,2022-04-09 21:09:24+00:00,1241816064029159424,delanithefirst
89,1512900471635132418,I hate it when people ask me how I lost so much weight. I just tell them I stopped drinking soda as much bc I don’t have the heart to tell them it was depression that did it for me,0,0,2022-04-09 21:09:15+00:00,1483485062112841728,grimlysun
90,1512900470175678467,"Incredibly sad and lonely...

Not a great time. Not a great life.

#depression #bipolar #loneliness 

Know when ive dropped beyond in the rabbit hole - food tastes wrong",0,1,2022-04-09 21:09:15+00:00,826008952248872961,Bibipolarpj1
91,1512900443483090948,my parents having cancer sounds a lot worse than my sister having depression idk why they put that in the same list https://t.co/FE9AhF1mdU,0,0,2022-04-09 21:09:08+00:00,1358852560942231558,DontOverthinklt
92,1512900360406454273,@mjoyce317 @GOPChairwoman @GOP Thank GOD past generations were made of more resilient stock or we never would've re overed from the Great Depression or WWll! So tired of whiners and bitch babies!,0,0,2022-04-09 21:08:48+00:00,1458801545315823623,ThirdCoast2020
93,1512900350386257922,@lastacctever Peak depression feeling I haven't even stepped in my room after,0,0,2022-04-09 21:08:46+00:00,757597416690294784,upawastaken
94,1512900333554610181,"i know my uhh depression (???) is getting worse but how do i fix it, i dont even have any desire to stay at home. but getting dressed and taking a shower has been so exhausting this past week",0,0,2022-04-09 21:08:42+00:00,1386623022984044546,ugw0kgs
95,1512900272045109250,I still don't know if I had or still have depression LMAO,0,0,2022-04-09 21:08:27+00:00,1510733070797844489,exposed_myself
96,1512900214587330563,Been in and out of it for the last two days now I’m getting in a depression state again…. What I do https://t.co/dMR0ucWpCj,0,0,2022-04-09 21:08:14+00:00,2788258486,tfparkers
97,1512900160283869186,Boukai cured my depression,0,0,2022-04-09 21:08:01+00:00,780009071847944192,romoe_bot
98,1512900135650566156,"@RoryPlays_ Heeeey Rory. Me and my friends would have you. I'm a queer parent with the triple threat of Depression, Anxiety, and ADHD. A lot of us are queer, disabled, autistic, etc. 

My mods @Roseweald_ and @Nyara87 can vouch for me.

I play a lot of Stardew and Animal Crossing. 💖",0,0,2022-04-09 21:07:55+00:00,1062931900145250304,FaevanaTV
99,1512900123222843399,"#Psychedelic medication is mainly prescribe for the treatment of anxiety and panic disorders and for which either you can but Mushrooms or stay in thesame spot. 
It's also used for alcohol addiction, depression, anxiety, ptsd and all sort",0,0,2022-04-09 21:07:52+00:00,1511935975714340865,ThomasC67138344
100,1512900091501293577,"My @nzherald Q and A column this week…

Anger - not aggression - may be a sign of depression

https://t.co/BhYchxLQOn",0,0,2022-04-09 21:07:44+00:00,51581031,kylemacd
101,1512900076406022145,"no one is trading this piece of shit anyway, smart money is gone, its all in cash and safe investments, recession ready. everyones made their money and we are just hid trading $400 ranges grinding ourselves into depression",0,1,2022-04-09 21:07:41+00:00,1445161864447635456,CryptoCamber
102,1512900067396669445,@novapbs Mental Health is without depression,0,1,2022-04-09 21:07:39+00:00,1486482045962526720,amandaW97113986
103,1512900054788546561,"Y’all expecting the extremes with this man lol like he has done tons of songs about love, heartbreak, depression, etc in varies of his recent/past albums. Idk where y’all getting he needs to do rock, alternative, etc when those aren’t his areas nor interest lol",0,3,2022-04-09 21:07:36+00:00,969970555087736832,2expensive4you
104,1512900042134327308,"@cal_rus @N7Valentine91 @Matias_Redfield Unfortunately, that changes when in Vendetta where Leon is suffering from depression and Chris is acting uncharacteristically jerk towards Leon who is suffering from dilemma as he did while ago. I was expecting Chris to be at least understanding and comforting in that scene.",0,1,2022-04-09 21:07:33+00:00,494254406,TeemuPetteriVke
105,1512900023909969922,"“Students who were stopped also were more likely to report psychological distress, including anxiety, anger and depression.” https://t.co/V1YWHEDTMu",1,3,2022-04-09 21:07:28+00:00,703661143,HamasakiLaw
106,1512900017035620353,Sick Moon 🌙 won’t pick up my calls 😭  Depression sucks 🙁,0,0,2022-04-09 21:07:27+00:00,708083825289650176,tiffadelic
107,1512899980268240899,@bigbossboze I’ve been struggling with depression and anxiety lately - will see if this helps as I realized I do keep my head down often. You the best Boze!! Cant wait for stream Monday!!,0,0,2022-04-09 21:07:18+00:00,42560510,AaronLyddon
108,1512899963226927104,depression playlist coming out at 4pm yep it’s not looking good for me today,0,1,2022-04-09 21:07:14+00:00,308850233,twinpeaksbaby
109,1512899842577768456,"Unless the US changes direction very fast, it will suffer another Great Depression, see its military Empire disappear, and possibly even break up into 100 warring statelets. I'm running against @RepAndyBarr (R-Ignorant, Savage Neocon). My website is https://t.co/TKTT5gIUR4 https://t.co/qd7PAhxEWQ",0,2,2022-04-09 21:06:45+00:00,949399485234450438,GeoffYoung4KY
110,1512899836990922755,"Miss you nug, wish you were here",0,0,2022-04-09 21:06:44+00:00,793491189051731968,og_depression
111,1512899829860605956,@sbeezer At my primary care doctor one day I finally said it all out loud. He explained the weight crushing down on my shoulders and chest was depression.  That all the things I was feeling aren't normal.  I'm on medication and therapy and doing better. Start with your doctor,0,0,2022-04-09 21:06:42+00:00,1407709560,BillyTwy
112,1512899794226003970,"@DominicNonso96 Thanks man

Plus no comeback O abeg
I fit enter depression",0,1,2022-04-09 21:06:33+00:00,1364310196026290176,fIoperez
113,1512899750755983362,@vaillancourt_dr I’d say that I hope that he (assume he) doesn’t see women with postpartum depression.,0,1,2022-04-09 21:06:23+00:00,2395436191,DrJeffTemple
114,1512899746184458242,"@RoryPlays_ Myself and @CM0N3Y89 are trying to make a safe place for all, I have adhd, depression, bipolar and anxiety and he has a few of those aswell, we have a combo discord where everyone is welcome",0,0,2022-04-09 21:06:22+00:00,1298841954902355969,trogan2000
115,1512899740584796160,"SUICIDE IS NOT AN OPTION

I write this article to encourage friends and family that are going through difficult trial or in depression. If you are facing any challenges in life, suicide is not an option to end it all. https://t.co/7hTkGbeWeQ",0,1,2022-04-09 21:06:21+00:00,1067807314772664321,AwoladeA
116,1512899709328896009,"@915angie this is absolutely insane, time to go i a  deep depression",0,0,2022-04-09 21:06:13+00:00,413131358,snzpn
117,1512899687036162052,"@LetsGoCNote I’m working on finding a way to better moderate, but it’s hard when I have depression and adhd making me crave dopamine hits so badly….plus inferior Se doesn’t help when I’m really stressed 🙃

It’s a work in progress",0,2,2022-04-09 21:06:08+00:00,3034977120,TheReelAnna
118,1512899677464711169,"I mopped the floors, took out all the trash, and watered my plants. So as far as my depression episode goes, it's not the worst.",0,1,2022-04-09 21:06:06+00:00,633121948,tihfuneezee
119,1512899650851774465,"He’s typically very happy-go-lucky, but will occasionally enter bouts of violent emotions or suicidal depression.
Eventually, his home shanty town is destroyed by raiders via the help of a traitor. The survivors all end up closer than ever before and some begin to peel away at—",0,0,2022-04-09 21:05:59+00:00,1507111331987537954,SiriusArtOk
120,1512899616563511304,"@FTChic_Moondrop NO, MY DEPRESSION CURER",0,0,2022-04-09 21:05:51+00:00,1441940358976323588,KindaKoi
121,1512899613581262849,@sbeezer Speak to your physician- it could also be menopause?  When hormones decline it can also cause depression! Hang in there!,0,0,2022-04-09 21:05:50+00:00,1263887324963889152,diane09016485
122,1512899516306964480,"Depression #Symptoms and Warning Signs: Recognizing #Depression and Getting the Help You Need https://t.co/RNBeF7zkNB
LIKE ▪️ SHARE ▪️ COMMENT",0,0,2022-04-09 21:05:27+00:00,1476742116,personalfitnes3
123,1512899488901439490,"Your healing crystal is: Sulphur Quartz  for: Eases anxiety, depression, balances hormones.",0,0,2022-04-09 21:05:21+00:00,2244916039,VITAB0T
124,1512899488238682118,"@AdamJonesMH Anxiety and depression over here 🖐 The road is hard, but it makes us stronger x",0,0,2022-04-09 21:05:20+00:00,1054133040354607104,WoollyNinja
125,1512899483083976709,@maria_centeno_ It all makes sense. I’ve always wondered why it happens every time I’m deep in my depression and now I’m more depressed lmaoo,0,2,2022-04-09 21:05:19+00:00,1242629434798153731,That1teddygirl
126,1512899470358319105,depression hitting hard todaay,0,0,2022-04-09 21:05:16+00:00,1289317807146975232,Brad15616721
127,1512899460510240774,"Supper silver haze good strain to fight depression available on menu 🔥🌿 shipping to all states 💯
#weed #weedsmokers #420life #floridaweed #420friendly #WeedLovers #CannabisCommunity #weedmap #mechinganweed #chicagoweed #NewYorkweed #Mmemberville #Texasweed #weedsociety #blunt https://t.co/F81pwrG850",0,0,2022-04-09 21:05:14+00:00,1395708950796980233,Thomas_Maurice4
128,1512899451483947013,Depression episode means I bake. https://t.co/fraxAOgBqV,0,4,2022-04-09 21:05:12+00:00,14958144,lyndseymarieee_
129,1512899443984527365,Depression ain't no joke,0,0,2022-04-09 21:05:10+00:00,221173433,fayzeeeg
130,1512899427635187715,@TripleH @StephMcMahon @VinceMcMahon @WWE . Please consider putting Marc Mero into the Hall of Fame. He's an incredible person who has helped so many kids overcome depression and thoughts of suicide. I'll even put him up for the Warrior Award. https://t.co/NqFAkROGiR,0,0,2022-04-09 21:05:06+00:00,987764872271278081,lance_laywell
